許可證字號,形狀,顏色
衛署藥製字第045971號,三角形,白
衛署藥製字第045972號,圓形,白
衛署藥製字第045974號,膠囊,紅;;;紅
衛署藥製字第045993號,圓形,白
衛署藥製字第046013號,橢圓形,白
衛署藥製字第048816號,圓形,黃
衛署藥製字第048844號,膠囊,紅;;;紅
衛署藥製字第048855號,橢圓形,黃
衛署藥製字第048863號,橢圓形,白
衛署藥製字第048865號,圓形,藍
衛署藥製字第048867號,圓形,白
衛署藥製字第048878號,橢圓形,白
衛署藥製字第048879號,橢圓形,白
衛署藥製字第048892號,膠囊,橘;;;橘
衛署藥製字第048895號,橢圓形,黃
衛署藥製字第048898號,圓形,白
衛署藥製字第048905號,其他,黃
衛署藥製字第048908號,圓形,橘
衛署藥製字第048910號,橢圓形,白
衛署藥製字第048938號,圓形,白
衛署藥製字第048969號,膠囊,橘;;;白
衛署藥製字第048972號,橢圓形,白
衛署藥製字第048990號,橢圓形,黃
衛署藥製字第048994號,八邊形,白
衛署藥製字第048996號,四邊形,白
衛署藥製字第048997號,圓形,白
衛署藥製字第049011號,圓形,紫
衛署藥製字第049012號,四邊形,黃
衛署藥製字第049018號,橢圓形,黃
衛署藥製字第049020號,橢圓形,棕
衛署藥製字第049021號,橢圓形,黃
衛署藥製字第049051號,膠囊,粉;;;粉
衛署藥製字第049055號,膠囊,棕;;;粉
衛署藥製字第049056號,圓形,粉
衛署藥製字第049059號,橢圓形,橘
衛署藥製字第049073號,四邊形,黃
衛署藥製字第049078號,橢圓形,紅
衛署藥製字第049085號,圓形,白
衛署藥製字第049089號,圓形,黃
衛署藥製字第049091號,液劑(包含糖漿用粉劑),棕
衛署藥製字第049092號,圓形,黃
衛署藥製字第049097號,圓形,白
衛署藥製字第049099號,圓形,藍
衛署藥製字第049101號,膠囊,藍綠;;;黃
衛署藥製字第049105號,橢圓形,白
衛署藥製字第049109號,圓形,白
衛署藥製字第049110號,圓形,白
衛署藥製字第049111號,圓形,黃
衛署藥製字第049112號,圓形,白
衛署藥製字第049113號,橢圓形,粉
衛署藥製字第049114號,橢圓形,白
衛署藥製字第049116號,圓形,白
衛署藥製字第049119號,圓形,白
衛署藥製字第049142號,四邊形,橘
衛署藥製字第049143號,橢圓形,黃
衛署藥製字第049146號,圓形,黃
衛署藥製字第049153號,橢圓形,黃
衛署藥製字第049165號,橢圓形,黃
衛署藥製字第049170號,膠囊,綠;;;透明
衛署藥製字第049176號,圓形,黃
衛署藥製字第049178號,四邊形,白
衛署藥製字第049184號,圓形,黃
衛署藥製字第049188號,四邊形,粉
衛署藥製字第049189號,圓形,白
衛署藥製字第049193號,圓形,白
衛署藥製字第049202號,膠囊,紅;;;黃
衛署藥製字第049204號,圓形,白
衛署藥製字第049217號,四邊形,白
衛署藥製字第049218號,顆粒劑、粉劑或散劑,白
衛署藥製字第049223號,圓形,棕
衛署藥製字第049225號,橢圓形,白
衛署藥製字第049226號,橢圓形,白
衛署藥製字第049236號,圓形,白
衛署藥製字第049240號,橢圓形,黃
衛署藥製字第049242號,四邊形,橘
衛署藥製字第049261號,膠囊,紅;;;黃
衛署藥製字第049263號,膠囊,紫;;;粉
衛署藥製字第049273號,膠囊,藍;;;白
衛署藥製字第049278號,圓形,粉
衛署藥製字第049283號,圓形,黃
衛署藥製字第049288號,橢圓形,白
衛署藥製字第049316號,圓形,白
衛署藥製字第049322號,圓形,紫
衛署藥製字第049333號,橢圓形,白
衛署藥製字第049342號,圓形,白
衛署藥製字第049344號,圓形,粉
衛署藥製字第049345號,圓形,白
衛署藥製字第049348號,圓形,黃
衛署藥製字第049358號,圓形,黃
衛署藥製字第049360號,橢圓形,橘
衛署藥製字第049362號,圓形,白
衛署藥製字第049372號,橢圓形,黃
衛署藥製字第049374號,橢圓形;;;橢圓形,白;;;白
衛署藥製字第049388號,顆粒劑、粉劑或散劑,白
衛署藥製字第049397號,圓形,橘
衛署藥製字第049416號,顆粒劑、粉劑或散劑,白
衛署藥製字第049421號,圓形,黃
衛署藥製字第049423號,膠囊,綠;;;藍綠
衛署藥製字第049428號,圓形,紅
衛署藥製字第049433號,圓形,粉
衛署藥製字第049446號,橢圓形,白
衛署藥製字第049450號,圓形,白
衛署藥製字第049452號,橢圓形,粉
衛署藥製字第049453號,膠囊,粉;;;粉
衛署藥製字第049454號,橢圓形,黃
衛署藥製字第049457號,四邊形,白
衛署藥製字第049461號,橢圓形,橘
衛署藥製字第049462號,膠囊,橘;;;黃
衛署藥製字第049465號,膠囊,黃;;;黃
衛署藥製字第049466號,橢圓形,白
衛署藥製字第049492號,圓形,粉
衛署藥製字第049493號,圓形,白
衛署藥製字第049496號,圓形,黃
衛署藥製字第049500號,圓形,白
衛署藥製字第049502號,膠囊,白;;;白
衛署藥製字第049503號,橢圓形,黃
衛署藥製字第049504號,圓形,白
衛署藥製字第049514號,橢圓形,橘
衛署藥製字第049517號,橢圓形,白
衛署藥製字第049521號,橢圓形,粉
衛署藥製字第049522號,橢圓形,黃
衛署藥製字第049525號,膠囊,白
衛署藥製字第049526號,圓形,橘
衛署藥製字第049543號,橢圓形,白
衛署藥製字第049544號,其他,黃
衛署藥製字第049547號,膠囊,白
衛署藥製字第049551號,膠囊,橘;;;橘
衛署藥製字第049556號,橢圓形,黃
衛署藥製字第049560號,圓形,白
衛署藥製字第049564號,圓形,紅
衛署藥製字第049568號,圓形,黃
衛署藥製字第049574號,圓形,粉
衛署藥製字第049577號,圓形,紅
衛署藥製字第049579號,圓形,白
衛署藥製字第049583號,膠囊,粉
衛署藥製字第049593號,橢圓形,白
衛署藥製字第049596號,膠囊;;;膠囊,綠;;;綠;;;綠;;;綠
衛署藥製字第049599號,圓形,白
衛署藥製字第049605號,膠囊,粉;;;粉
衛署藥製字第049610號,橢圓形,白
衛署藥製字第049619號,橢圓形,白
衛署藥製字第049621號,橢圓形,橘
衛署藥製字第049623號,其他,橘
衛署藥製字第049628號,液劑(包含糖漿用粉劑),黃
衛署藥製字第049629號,橢圓形,白
衛署藥製字第049641號,膠囊,紅;;;白
衛署藥製字第049653號,圓形,黃
衛署藥製字第049657號,圓形,白
衛署藥製字第049661號,橢圓形,橘
衛署藥製字第049663號,圓形,白
衛署藥製字第049669號,四邊形,白
衛署藥製字第049696號,四邊形,粉
衛署藥製字第049697號,圓形,黃
衛署藥製字第049704號,橢圓形,白
衛署藥製字第049707號,膠囊,白;;;白
衛署藥製字第049719號,圓形,橘
衛署藥製字第049720號,膠囊,橘;;;黃
衛署藥製字第049741號,圓形,白
衛署藥製字第049743號,,
衛署藥製字第049755號,四邊形,白
衛署藥製字第049756號,四邊形,白
衛署藥製字第049763號,圓形,黃
衛署藥製字第049764號,圓形,黃
衛署藥製字第049766號,圓形,白
衛署藥製字第049767號,圓形,橘
衛署藥製字第049769號,四邊形,黃
衛署藥製字第049787號,橢圓形,白
衛署藥製字第049792號,四邊形,粉
衛署藥製字第049798號,六邊形,棕
衛署藥製字第049805號,膠囊,粉;;;粉
衛署藥製字第049808號,膠囊,橘;;;橘
衛署藥製字第049816號,橢圓形,白
衛署藥製字第049829號,圓形,白
衛署藥製字第049835號,橢圓形,白
衛署藥製字第049840號,圓形,黃
衛署藥輸字第023071號,圓形,白
衛署藥輸字第023078號,橢圓形,黃
衛署藥輸字第023086號,膠囊,黃;;;黃
衛署藥輸字第023097號,圓形,白
衛署藥輸字第023109號,橢圓形,橘
衛署藥輸字第023128號,圓形,粉
衛署藥輸字第023135號,膠囊,綠;;;粉
衛署藥輸字第023161號,橢圓形,白
衛署藥輸字第023162號,橢圓形,白
衛署藥輸字第023177號,膠囊,白;;;白
衛署藥輸字第023179號,圓形,白
衛署藥輸字第023181號,橢圓形,白
衛署藥輸字第023186號,,
衛署藥輸字第023215號,膠囊,綠;;;橘
衛署藥輸字第023220號,橢圓形,棕
衛署藥輸字第023221號,橢圓形,粉
衛署藥輸字第023223號,橢圓形,紅;;;紅
衛署藥輸字第023232號,四邊形,紅
衛署藥輸字第023238號,圓形,白
衛署藥輸字第023248號,橢圓形,棕
衛署藥輸字第023253號,膠囊,黃;;;灰
衛署藥輸字第023257號,橢圓形,白
衛署藥輸字第023266號,橢圓形,橘
衛署藥輸字第023267號,橢圓形,粉
衛署藥輸字第023280號,橢圓形,白
衛署藥輸字第023282號,圓形,白
衛署藥輸字第023293號,圓形,黃
衛署藥輸字第023313號,,
衛署藥輸字第023323號,膠囊,黃;;;白
衛署藥輸字第023324號,膠囊,粉;;;白
衛署藥輸字第023338號,圓形,黃;;;黃
衛署藥輸字第023349號,顆粒劑、粉劑或散劑,白;;;藍
衛署藥輸字第023363號,三角形,白
衛署藥輸字第023373號,圓形,橘
衛署藥輸字第023374號,橢圓形,黃
衛署藥輸字第023381號,膠囊,透明;;;白
衛署藥輸字第023398號,橢圓形,紫
衛署藥輸字第023462號,顆粒劑、粉劑或散劑,白;;;粉
衛署藥輸字第023470號,膠囊,白;;;白
衛署藥輸字第023471號,膠囊,藍;;;藍
衛署藥輸字第023484號,膠囊,白;;;白
衛署藥輸字第023488號,圓形,白
衛署藥輸字第023492號,圓形,白
衛署藥輸字第023493號,圓形,白
衛署藥輸字第023503號,橢圓形,白
衛署藥輸字第023518號,橢圓形,黃
衛署藥輸字第023522號,橢圓形,粉
衛署藥輸字第023524號,橢圓形,黃
衛署藥輸字第023538號,液劑(包含糖漿用粉劑),白;;;棕
衛署藥輸字第023548號,圓形,白
衛署藥輸字第023556號,圓形,黃
衛署藥輸字第023565號,圓形,綠;;;綠
衛署藥輸字第023568號,膠囊,藍;;;藍
衛署藥輸字第023571號,膠囊,粉;;;粉
衛署藥輸字第023572號,圓形,粉
衛署藥輸字第023573號,圓形,藍
衛署藥輸字第023596號,橢圓形,黃
衛署藥輸字第023603號,雙圓形,白
衛署藥輸字第023615號,圓形,白
衛署藥輸字第023624號,橢圓形,白
衛署藥輸字第023646號,橢圓形,白
衛署藥輸字第023647號,圓形,白
衛署藥輸字第023649號,橢圓形,白;;;紅
衛署藥輸字第023654號,橢圓形,白;;;紅
衛署藥輸字第023655號,水滴形,白
衛署藥輸字第023661號,圓形,白
衛署藥輸字第023670號,圓形,白
衛署藥輸字第023672號,膠囊,白
衛署藥輸字第023696號,圓形,黃
衛署藥輸字第023708號,圓形,白
衛署藥輸字第023711號,圓形,白
衛署藥輸字第023731號,四邊形,黃
衛署藥輸字第023737號,圓形,黃
衛署藥輸字第023738號,橢圓形,粉
衛署藥輸字第023761號,橢圓形,白
衛署藥輸字第023770號,橢圓形,白
衛署藥輸字第023784號,四邊形,黃;;;白
衛署藥輸字第023792號,橢圓形,白
衛署藥輸字第023794號,液劑(包含糖漿用粉劑),白
衛署藥輸字第023808號,圓形,棕
衛署藥輸字第023880號,橢圓形,白
衛署藥輸字第023889號,橢圓形,黃
衛署藥輸字第023912號,圓形,黃
衛署藥輸字第023913號,圓形,黃
衛署藥輸字第023935號,顆粒劑、粉劑或散劑,黃
衛署藥輸字第023952號,膠囊,黃
衛署藥輸字第023983號,四邊形,綠
衛署藥輸字第023985號,膠囊,白;;;白
衛署藥輸字第023986號,膠囊,粉;;;白
衛署藥輸字第023999號,橢圓形,灰
衛署藥輸字第024006號,四邊形,黃
衛署藥輸字第024023號,橢圓形,白
衛署藥輸字第024025號,圓形,白;;;白
衛署藥輸字第024027號,圓形,橘
衛署藥輸字第024039號,圓形,白
衛署藥輸字第024046號,四邊形,藍
衛署藥輸字第024047號,四邊形,粉
衛署藥輸字第024048號,圓形,黃
衛署藥輸字第024050號,圓形,粉
衛署藥輸字第024058號,橢圓形,白
衛署藥輸字第024071號,橢圓形,粉
衛署藥輸字第024072號,圓形,橘
衛署藥輸字第024129號,圓形,粉
衛署藥輸字第024131號,圓形,粉
衛署藥輸字第024171號,橢圓形,紅
衛署藥輸字第024183號,橢圓形,白
衛署藥輸字第024189號,橢圓形,白
衛署藥輸字第024205號,橢圓形,白
衛署藥輸字第024215號,四邊形,紫;;;紫
衛署藥輸字第024229號,橢圓形,紅
衛署藥輸字第024239號,膠囊,藍;;;綠
衛署藥輸字第024240號,膠囊,藍;;;白
衛署藥輸字第024250號,橢圓形,白
衛署藥輸字第024256號,圓形,黃
衛署藥輸字第024257號,膠囊,紅;;;黃
衛署藥輸字第024268號,膠囊,橘
衛署藥輸字第024269號,膠囊,黃
衛署藥輸字第024272號,圓形,白
衛署藥輸字第024273號,圓形,白
衛署藥輸字第024274號,膠囊,粉;;;粉
衛署藥輸字第024275號,膠囊,白;;;白
衛署藥輸字第024285號,膠囊,橘
衛署藥輸字第024303號,膠囊,白
衛署藥輸字第024306號,四邊形,黃
衛署藥輸字第024320號,圓形,黃
衛署藥輸字第024368號,橢圓形,白
衛署藥輸字第024379號,橢圓形,白
衛署藥輸字第024380號,三角形,粉
衛署藥輸字第024389號,四邊形,橘
衛署藥輸字第024391號,橢圓形,白
衛署藥輸字第024392號,橢圓形,白
衛署藥輸字第024403號,圓形,白
衛署藥輸字第024405號,橢圓形,藍
衛署藥輸字第024408號,橢圓形,白
衛署藥輸字第024416號,其他,
衛署藥輸字第024421號,膠囊,灰;;;粉
衛署藥輸字第024428號,膠囊,黃;;;白
衛署藥輸字第024430號,液劑(包含糖漿用粉劑),黃
衛署藥輸字第024437號,圓形,黃;;;黃
衛署藥輸字第024444號,四邊形,粉
衛署藥輸字第024457號,四邊形,白
衛署藥輸字第024460號,橢圓形,粉
衛署藥輸字第024464號,橢圓形,橘
衛署藥輸字第024468號,三角形,粉
衛署藥輸字第024469號,三角形,白
衛署藥輸字第024488號,圓形,粉
衛署藥輸字第024494號,圓形,白
衛署藥輸字第024496號,圓形,白
衛署藥輸字第024497號,圓形,白
衛署藥輸字第024499號,四邊形,白
衛署藥輸字第024509號,,
衛署藥輸字第024512號,膠囊,橘
衛署藥輸字第024525號,膠囊,紫
衛署藥輸字第024530號,橢圓形,紅;;;棕
衛署藥輸字第024592號,橢圓形,粉
衛署藥輸字第024593號,膠囊,橘;;;橘
衛署藥輸字第024597號,圓形,黃
衛署藥輸字第024598號,膠囊,透明
衛署藥輸字第024601號,橢圓形,粉
衛署藥輸字第024603號,圓形,白
衛署藥輸字第024611號,四邊形,紅
衛署藥輸字第024614號,橢圓形,橘
衛署藥輸字第024617號,其他,;;;
衛署藥輸字第024622號,圓形,白
衛署藥輸字第024626號,橢圓形,藍
衛署藥輸字第024629號,圓形,白
衛署藥輸字第024637號,圓形,白
衛署藥輸字第024643號,橢圓形,白
衛署藥輸字第024645號,橢圓形,黃
衛署藥輸字第024648號,橢圓形,藍
衛署藥輸字第024649號,橢圓形,白
衛署藥輸字第024655號,橢圓形,紫
衛署藥輸字第024662號,橢圓形,白
衛署藥輸字第024668號,圓形,棕
衛署藥輸字第024677號,圓形,橘
內衛藥製字第004971號,圓形;;;圓形,綠;;;白
衛部藥製字第059006號,圓形;;;圓形;;;圓形,綠;;;藍;;;粉
衛部藥製字第060315號,圓形;;;圓形,粉;;;黃
衛部藥製字第060322號,圓形;;;圓形,粉;;;黃
衛部藥製字第060888號,橢圓形;;;橢圓形,白;;;白
衛部藥輸字第027209號,四邊形;;;四邊形,粉;;;粉
衛部藥輸字第027226號,圓形;;;圓形,白;;;粉
衛部藥輸字第028226號,圓形;;;圓形,白;;;橘
衛部藥輸字第028474號,四邊形;;;橢圓形,白;;;粉
衛署藥製字第000188號,圓形;;;圓形;;;圓形;;;圓形,粉;;;綠;;;黃;;;橘
衛署藥製字第000415號,圓形;;;圓形;;;圓形;;;圓形,粉;;;黃;;;橘;;;白
衛署藥製字第003369號,圓形;;;圓形,紫;;;藍
衛署藥製字第015346號,圓形;;;圓形,黃;;;白
衛署藥製字第021242號,液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑),紫;;;橘
衛署藥製字第021710號,橢圓形;;;橢圓形;;;橢圓形;;;橢圓形,白;;;紅;;;白;;;粉
衛署藥製字第023866號,圓形;;;圓形,橘;;;黃
衛署藥製字第030762號,圓形;;;圓形;;;圓形;;;圓形,白;;;黃;;;白;;;棕
衛署藥製字第031016號,液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑);;;液劑(包含糖漿用粉劑),橘;;;橘;;;棕
衛署藥製字第031284號,圓形;;;圓形,白;;;白
衛署藥製字第032499號,圓形;;;圓形,白;;;粉;;;白;;;黃
衛署藥製字第035434號,膠囊;;;膠囊,棕;;;棕;;;黃;;;黃
衛署藥製字第038091號,圓形;;;圓形,藍;;;白
衛署藥製字第040131號,顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑,橘;;;紫;;;橘;;;紫
衛署藥製字第040196號,圓形;;;圓形,藍;;;白
衛署藥製字第040818號,圓形;;;圓形;;;圓形,白;;;藍;;;綠
衛署藥製字第042498號,圓形;;;圓形,黃;;;黃
衛署藥製字第042536號,圓形;;;圓形;;;圓形,白;;;藍;;;橘
衛署藥製字第042570號,膠囊;;;膠囊;;;膠囊,粉;;;粉;;;藍綠;;;藍綠;;;綠;;;白
